形式	資料	識別子	資料名	URL	チェック
HTML	アイヌ語アーカイブ	C0182	川上まつ子さんの民話(ｱ) 飢饉を救った狩り場の神（ペットゥ）（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0182	完了
HTML	アイヌ語アーカイブ	C0183	川上まつ子さんの神謡(ｱ) 金色のエゾマツ（カオリ）（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0183	完了
HTML	アイヌ語アーカイブ	C0184	川上まつ子さんの民話(ｱ) 村長の家に嫁いだ貧しい娘とヤナギの神（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0184	完了
HTML	アイヌ語アーカイブ	C0185	織田ステノさんの民話(ｱ) クマと木の神の会話を聞いた男（1978）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0185	完了
HTML	アイヌ語アーカイブ	C0194	上田トシさんの民話(ｱ) 飢饉とカラス神（1993）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0194	完了
HTML	アイヌ語アーカイブ	C0195	上田トシさんの民話(ｱ) 六重の喪服を着た男（1994）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0195	完了
HTML	アイヌ語アーカイブ	C0196	上田トシさんの民話(ｱ) 夜襲に滅ぼされた村の孤児姉弟の話（1994）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0196	完了
HTML	アイヌ語アーカイブ	C0197	上田トシさんの神謡(ｱ) アカショウビンになったメナシの女（へイヌ）（1994）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0197	完了
HTML	アイヌ語アーカイブ	C0198	上田トシさんの民話(ｱ) さまよう舟の女神（1994）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0198	完了
HTML	アイヌ語アーカイブ	C0199	上田トシさんの民話(ｱ) 飢饉になり千歳まで食糧を求めて行く（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0199	完了
HTML	アイヌ語アーカイブ	C0200	上田トシさんの民話(ｱ) オキクㇽミが妻の姿を人に見られて怒った話（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0200	完了
HTML	アイヌ語アーカイブ	C0201	上田トシさんの民話(ｱ) 飢饉になり千歳まで食糧を求めて行く（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0201	完了
HTML	アイヌ語アーカイブ	C0203	上田トシさんの民話(ｱ) フクロウを養ったイクレスイェ（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0203	完了
HTML	アイヌ語アーカイブ	C0204	上田トシさんの民話(ｱ) ふたりの父（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0204	完了
HTML	アイヌ語アーカイブ	C0205	上田トシさんの民話(ｱ) シャチの耳輪（1995）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0205	完了
HTML	アイヌ語アーカイブ	C0206	上田トシさんの民話(ｱ) 白い犬の水くみ（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0206	完了
HTML	アイヌ語アーカイブ	C0207	上田トシさんの民話(ｱ) カツラの舟とハリギリの舟のけんか（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0207	完了
HTML	アイヌ語アーカイブ	C0208	上田トシさんの民話(ｱ) トドをだまして肉をとる（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0208	完了
HTML	アイヌ語アーカイブ	C0209	上田トシさんの民話(ｱ) ウサギの穂摘み（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0209	完了
HTML	アイヌ語アーカイブ	C0210	上田トシさんの民話(ｱ) 河童神の恋（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0210	完了
HTML	アイヌ語アーカイブ	C0211	上田トシさんの民話(ｱ) ヘビ神のツノ（1996）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0211	完了
HTML	アイヌ語アーカイブ	C0212	上田トシさんの民話(ｱ) まぼろしを見た女（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0212	完了
HTML	アイヌ語アーカイブ	C0213	上田トシさんの民話(ｱ) 嘘の談判・盗みの談判（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0213	完了
HTML	アイヌ語アーカイブ	C0214	上田トシさんの民話(ｱ) 息子に「ゼンマイ」と名づけた夫婦の話（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0214	完了
HTML	アイヌ語アーカイブ	C0215	上田トシさんの民話(ｱ) まぼろしを見た女（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0215	完了
HTML	アイヌ語アーカイブ	C0216	上田トシさんの民話(ｱ) 嘘の談判・盗みの談判（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0216	完了
HTML	アイヌ語アーカイブ	C0218	上田トシさんの民話(ｱ) ヤナギとミズナラの会話（1997）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0218	完了
HTML	アイヌ語アーカイブ	C0226	上田トシさんの民話(ｱ) 木彫りのオオカミ（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0226	完了
HTML	アイヌ語アーカイブ	C0227	上田トシさんの民話(ｱ) エゾマツと魔鳥（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0227	完了
HTML	アイヌ語アーカイブ	C0228	上田トシさんの民話(ｱ) サルの生き肝（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0228	完了
HTML	アイヌ語アーカイブ	C0229	上田トシさんの民話(ｱ) ぬかおにぎりころがった（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0229	完了
HTML	アイヌ語アーカイブ	C0230	上田トシさんの民話(ｱ) オタサㇺの男が交易に行く途中に出会った気の毒な男（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0230	完了
HTML	アイヌ語アーカイブ	C0233	上田トシさんの民話(ｱ) 石狩を守るクモ神の夢を見たパロアッテの話（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0233	完了
HTML	アイヌ語アーカイブ	C0234	上田トシさんの民話(ｱ) サルの生き肝（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0234	完了
HTML	アイヌ語アーカイブ	C0235	上田トシさんの民話(ｱ) サルの生き肝（1999）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0235	完了
HTML	アイヌ語アーカイブ	C0237	上田トシさんの民話(ｱ) 悪グマを退治した正妻（2000）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0237	完了
HTML	アイヌ語アーカイブ	C0238	上田トシさんの神謡語り(ｱ) 飢饉を救った狩り場の神（ペットゥ）（2000）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0238	完了
HTML	アイヌ語アーカイブ	C0246	川上まつ子さんの民話(ｱ) あの世へ行った男の話（1985）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0246	完了
HTML	アイヌ語アーカイブ	C0248	川上まつ子さんの子守歌 60のゆりかご（1987）	https://ainugo.nam.go.jp/search_ajax/ainu_text?contCd=C0248	完了
PDF	アイヌ語口承文芸コーパス	K7708241UP	パナンペ鬼の手から逃れる	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7708241UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K7708242UP	悪い赤犬に毒を飲ませた少女	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7708242UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K7803231UP	猫の神様に育てられた少年	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7803231UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K7803232UP	村長の奥さんの墓を掘り返した貧乏人	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7803232UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K7803233UP	ぶどうづるの輪がトパットゥミを退けてくれた話	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7803233UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K7807151KY	ケﾑカチカッポになった女	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7807151KY.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K7807151UP	チセコﾛカムイが育ててくれた	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7807151UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K7807152KY	火の女神が地の果ての魔神と戦った	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7807152KY.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K7807153KY	カッコウの妻になった女	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7807153KY.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K7908032UP	金の小函ゆらゆら	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7908032UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K7908051UP	トパットゥミのウエペケﾚ　霞の架け橋	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K7908051UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8007292UP	イㇱカㇻの上流からトパットゥミに襲われたイㇱカㇻの中流の少年がユペﾂの人に助けられた	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8007292UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8010281UP	イクレスイェニｼパ、ホイナシﾘへ行く	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8010281UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8010291UP	チェンパｸのニｼパの話	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8010291UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8010301UP	熊の神様に惚れられたが、熊神は神の婚約者のところへ戻った	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8010301UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8010311UP	魔猫	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8010311UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8106231UP	パナンペおちんちんを伸ばす	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8106231UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8106233UP	雪の深い土地で悪熊を倒す話	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8106233UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8108011UP	会所の番人に家族を殺され、逃げた若者	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8108011UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8108012UP	お稲荷さんのお告げ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8108012UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8109171UP	イクレスイェニｼパ、イㇱカㇻの不幸な女を第二の妻にする	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8109171UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8109193UP	巫力の強い姉が、悪い熊親父を退治した	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8109193UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	K8303243UP	チチケウニッネイと疱瘡神の息子	https://ainu.ninjal.ac.jp/static/pdf/text_jp/K8303243UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI980824KY	リットゥンナ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI980824KY.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI980905UP	白い糸玉、黒い糸玉	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI980905UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI9810131KY	カンナカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI9810131KY.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI9810132KY	アペフチカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI9810132KY.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI981027KY	スズメのカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI981027KY.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI981225UP	ムㇱカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI981225UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI990223UP	カパチㇼカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990223UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI990205UP	ある女の話	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990205UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI990302UP	少年	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990302UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI000118UP	少年（再録版）	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI000118UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI990310UP	悪いホㇿケウカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990310UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI990317UP	良いホㇿケウカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990317UP.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI990423KY	フㇺフㇺカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990423KY.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI990508KY	ワオカムイ	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990508KY.text.jp.pdf	未完了
PDF	アイヌ語口承文芸コーパス	OI990914UP	悪狐	https://ainu.ninjal.ac.jp/static/pdf/text_jp/OI990914UP.text.jp.pdf	未完了
PDF	アイヌ語音声資料１〜１２	20814	ワテケさんの昔話 ： 沙流方言 ： 民話5	https://waseda.repo.nii.ac.jp/records/20814	未完了
PDF	アイヌ語音声資料１〜１２	20733	ワテケさんの昔話 ： 沙流方言 ： 民話8	https://waseda.repo.nii.ac.jp/records/20733	未完了
PDF	アイヌ語音声資料１〜１２	20736	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 単語（神仏）	https://waseda.repo.nii.ac.jp/records/20736	未完了
PDF	アイヌ語音声資料１〜１２	20727	ワテケさんの昔話 ： 沙流方言 ： 民話2	https://waseda.repo.nii.ac.jp/records/20727	未完了
PDF	アイヌ語音声資料１〜１２	20730	ワテケさんの昔話 ： 沙流方言 ： 民話7	https://waseda.repo.nii.ac.jp/records/20730	未完了
PDF	アイヌ語音声資料１〜１２	20735	ワテケさんの昔話 ： 沙流方言 ： 民話6	https://waseda.repo.nii.ac.jp/records/20735	未完了
PDF	アイヌ語音声資料１〜１２	20734	ワテケさんの昔話 ： 沙流方言 ： 伝説9	https://waseda.repo.nii.ac.jp/records/20734	未完了
PDF	アイヌ語音声資料１〜１２	20737	国松さんと幸作さんの昔話 : 二風谷・平取 ： 平村幸作さんの民話(3)	https://waseda.repo.nii.ac.jp/records/20737	未完了
PDF	アイヌ語音声資料１〜１２	20796	ワテケさんの昔話 ： 沙流方言 ： 民話3	https://waseda.repo.nii.ac.jp/records/20796	未完了
PDF	アイヌ語音声資料１〜１２	20731	ワテケさんの昔話 ： 沙流方言 ： 民話4	https://waseda.repo.nii.ac.jp/records/20731	未完了
PDF	アイヌ語音声資料１〜１２	20732	早稲田大学リポジトリの公開	https://waseda.repo.nii.ac.jp/records/20732	未完了
PDF	アイヌ語音声資料１〜１２	34925	ワテケさんの昔話 ： 沙流方言	https://waseda.repo.nii.ac.jp/records/34925	未完了
PDF	アイヌ語音声資料１〜１２	20729	アイヌ語音声資料選集 : 散文篇 : 4-11 民話	https://waseda.repo.nii.ac.jp/records/20729	未完了
PDF	アイヌ語音声資料１〜１２	20834	アイヌ語音声資料選集 : 散文篇 : 4-14 民話	https://waseda.repo.nii.ac.jp/records/20834	未完了
PDF	アイヌ語音声資料１〜１２	20837	アイヌ語音声資料選集 : 散文篇 : 4-10 民話	https://waseda.repo.nii.ac.jp/records/20837	未完了
PDF	アイヌ語音声資料１〜１２	20833	アイヌ語音声資料選集 : 散文篇 : 2-4 会話	https://waseda.repo.nii.ac.jp/records/20833	未完了
PDF	アイヌ語音声資料１〜１２	20827	アイヌ語音声資料選集 : 散文篇 : 4-12 民話	https://waseda.repo.nii.ac.jp/records/20827	未完了
PDF	アイヌ語音声資料１〜１２	20835	アイヌ語音声資料選集 : 散文篇 : 4-15 民話	https://waseda.repo.nii.ac.jp/records/20835	未完了
PDF	アイヌ語音声資料１〜１２	20838	アイヌ語音声資料選集 : 散文篇 : 1-1 単語	https://waseda.repo.nii.ac.jp/records/20838	未完了
PDF	アイヌ語音声資料１〜１２	20824	アイヌ語音声資料選集 : 散文篇 : 3-9 言い伝え	https://waseda.repo.nii.ac.jp/records/20824	未完了
PDF	アイヌ語音声資料１〜１２	20832	アイヌ語音声資料選集 : 散文篇 : 1-2 単語	https://waseda.repo.nii.ac.jp/records/20832	未完了
PDF	アイヌ語音声資料１〜１２	20825	アイヌ語音声資料選集 : 散文篇 : 2-6 会話	https://waseda.repo.nii.ac.jp/records/20825	未完了
PDF	アイヌ語音声資料１〜１２	20829	アイヌ語音声資料選集 : 散文篇 : 2-5 会話	https://waseda.repo.nii.ac.jp/records/20829	未完了
PDF	アイヌ語音声資料１〜１２	20828	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 単語（人体）	https://waseda.repo.nii.ac.jp/records/20828	未完了
PDF	アイヌ語音声資料１〜１２	20726	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 会話II 戦争の話，苦労話を言い伝えとして語る	https://waseda.repo.nii.ac.jp/records/20726	未完了
PDF	アイヌ語音声資料１〜１２	20722	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 会話I(3）ニ人の明神の神話	https://waseda.repo.nii.ac.jp/records/20722	未完了
PDF	アイヌ語音声資料１〜１２	20721	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： タイトル	https://waseda.repo.nii.ac.jp/records/20721	未完了
PDF	アイヌ語音声資料１〜１２	20718	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 会話I(2）釧路の伝説2題	https://waseda.repo.nii.ac.jp/records/20718	未完了
PDF	アイヌ語音声資料１〜１２	20720	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 会話III(1) 話	https://waseda.repo.nii.ac.jp/records/20720	未完了
PDF	アイヌ語音声資料１〜１２	20723	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 会話III(2) なぞなぞ	https://waseda.repo.nii.ac.jp/records/20723	未完了
PDF	アイヌ語音声資料１〜１２	20724	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 単語（知識）	https://waseda.repo.nii.ac.jp/records/20724	未完了
PDF	アイヌ語音声資料１〜１２	20728	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 会話IV	https://waseda.repo.nii.ac.jp/records/20728	未完了
PDF	アイヌ語音声資料１〜１２	20725	ワテケさんとサダモさん ： 沙流方言 会話・単語 ： 会話I(1) 話	https://waseda.repo.nii.ac.jp/records/20725	未完了
PDF	アイヌ語音声資料１〜１２	20719	サダモさんのユーカラ. 2 ： 村焼き国焼き2	https://waseda.repo.nii.ac.jp/records/20719	未完了
PDF	アイヌ語音声資料１〜１２	20798	サダモさんのユーカラ. 1 ： 村焼き国焼き ： 村焼き国焼き1	https://waseda.repo.nii.ac.jp/records/20798	未完了
PDF	アイヌ語音声資料１〜１２	20797	二風谷の昔話と歌謡・神謡 ： 子守唄2	https://waseda.repo.nii.ac.jp/records/20797	未完了
PDF	アイヌ語音声資料１〜１２	20781	二風谷の昔話と歌謡・神謡 ： 即興詩5	https://waseda.repo.nii.ac.jp/records/20781	未完了
PDF	アイヌ語音声資料１〜１２	20779	二風谷の昔話と歌謡・神謡 ： 民話3	https://waseda.repo.nii.ac.jp/records/20779	未完了
PDF	アイヌ語音声資料１〜１２	20773	二風谷の昔話と歌謡・神謡 ： 小さな神謡	https://waseda.repo.nii.ac.jp/records/20773	未完了
PDF	アイヌ語音声資料１〜１２	20782	二風谷の昔話と歌謡・神謡 ： 即興詩2	https://waseda.repo.nii.ac.jp/records/20782	未完了
PDF	アイヌ語音声資料１〜１２	20776	二風谷の昔話と歌謡・神謡 ： 神謡	https://waseda.repo.nii.ac.jp/records/20776	未完了
PDF	アイヌ語音声資料１〜１２	20785	二風谷の昔話と歌謡・神謡 ： 民話1	https://waseda.repo.nii.ac.jp/records/20785	未完了
PDF	アイヌ語音声資料１〜１２	20771	二風谷の昔話と歌謡・神謡 ： 神謡	https://waseda.repo.nii.ac.jp/records/20771	未完了
PDF	アイヌ語音声資料１〜１２	20788	二風谷の昔話と歌謡・神謡 ： 口くらべ	https://waseda.repo.nii.ac.jp/records/20788	未完了
PDF	アイヌ語音声資料１〜１２	20787	二風谷の昔話と歌謡・神謡 ： 犬３匹の呼び名	https://waseda.repo.nii.ac.jp/records/20787	未完了
PDF	アイヌ語音声資料１〜１２	20783	二風谷の昔話と歌謡・神謡 ： 酒声・踏舞	https://waseda.repo.nii.ac.jp/records/20783	未完了
PDF	アイヌ語音声資料１〜１２	20774	二風谷の昔話と歌謡・神謡 ： 挨拶	https://waseda.repo.nii.ac.jp/records/20774	未完了
PDF	アイヌ語音声資料１〜１２	20770	二風谷の昔話と歌謡・神謡 ： 民話4	https://waseda.repo.nii.ac.jp/records/20770	未完了
PDF	アイヌ語音声資料１〜１２	20784	二風谷の昔話と歌謡・神謡 ： 子守唄1	https://waseda.repo.nii.ac.jp/records/20784	未完了
PDF	アイヌ語音声資料１〜１２	20780	二風谷の昔話と歌謡・神謡 ： 楽譜	https://waseda.repo.nii.ac.jp/records/20780	未完了
PDF	アイヌ語音声資料１〜１２	20789	二風谷の昔話と歌謡・神謡 ： 即興詩3	https://waseda.repo.nii.ac.jp/records/20789	未完了
PDF	アイヌ語音声資料１〜１２	20777	二風谷の昔話と歌謡・神謡 ： 民話5	https://waseda.repo.nii.ac.jp/records/20777	未完了
PDF	アイヌ語音声資料１〜１２	20786	二風谷の昔話と歌謡・神謡 ： 民話2	https://waseda.repo.nii.ac.jp/records/20786	未完了
PDF	アイヌ語音声資料１〜１２	20772	二風谷の昔話と歌謡・神謡 ： 即興詩1	https://waseda.repo.nii.ac.jp/records/20772	未完了
PDF	アイヌ語音声資料１〜１２	20775	二風谷の昔話と歌謡・神謡 ： 即興詩4	https://waseda.repo.nii.ac.jp/records/20775	未完了
PDF	アイヌ語音声資料１〜１２	20778	サダモさんの昔話 ： 沙流方言 ： 民話1	https://waseda.repo.nii.ac.jp/records/20778	未完了
PDF	アイヌ語音声資料１〜１２	20738	サダモさんの昔話 ： 沙流方言 ： 民話5	https://waseda.repo.nii.ac.jp/records/20738	未完了
PDF	アイヌ語音声資料１〜１２	20742	サダモさんの昔話 ： 沙流方言 ： 伝説6	https://waseda.repo.nii.ac.jp/records/20742	未完了
PDF	アイヌ語音声資料１〜１２	20743	サダモさんの昔話 ： 沙流方言 ： 民話2	https://waseda.repo.nii.ac.jp/records/20743	未完了
PDF	アイヌ語音声資料１〜１２	20739	サダモさんの昔話 ： 沙流方言 ： 民話3	https://waseda.repo.nii.ac.jp/records/20739	未完了
PDF	アイヌ語音声資料１〜１２	20740	サダモさんの昔話 ： 沙流方言 ： 伝説7	https://waseda.repo.nii.ac.jp/records/20740	未完了
PDF	アイヌ語音声資料１〜１２	20744	サダモさんの昔話 ： 沙流方言 ： 民話4	https://waseda.repo.nii.ac.jp/records/20744	未完了
PDF	アイヌ語音声資料１〜１２	20741	国松さんと幸作さんの昔話 : 二風谷・平取 ： 二谷国松さんの民話(1)	https://waseda.repo.nii.ac.jp/records/20741	未完了
PDF	アイヌ語音声資料１〜１２	20790	国松さんと幸作さんの昔話 : 二風谷・平取 ： 二谷国松さんの民話(4)	https://waseda.repo.nii.ac.jp/records/20790	未完了
PDF	アイヌ語音声資料１〜１２	20793	国松さんと幸作さんの昔話 : 二風谷・平取 ： 二谷国松さんの民話(3)	https://waseda.repo.nii.ac.jp/records/20793	未完了
PDF	アイヌ語音声資料１〜１２	20792	国松さんと幸作さんの昔話 : 二風谷・平取 ： 平村幸作さんの民話(1)	https://waseda.repo.nii.ac.jp/records/20792	未完了
PDF	アイヌ語音声資料１〜１２	20794	国松さんと幸作さんの昔話 : 二風谷・平取 ： 平村幸作さんの民話(2)	https://waseda.repo.nii.ac.jp/records/20794	未完了
PDF	アイヌ語音声資料１〜１２	20795	国松さんと幸作さんの昔話 : 二風谷・平取 ： 二谷国松さんの民話(2)	https://waseda.repo.nii.ac.jp/records/20795	未完了
PDF	アイヌ語音声資料１〜１２	20791	福満・鵡川の歌謡 ： 輪唱歌9	https://waseda.repo.nii.ac.jp/records/20791	未完了
PDF	アイヌ語音声資料１〜１２	20761	福満・鵡川の歌謡 ： 輪唱歌1	https://waseda.repo.nii.ac.jp/records/20761	未完了
PDF	アイヌ語音声資料１〜１２	20748	福満・鵡川の歌謡 ： 即興詩5	https://waseda.repo.nii.ac.jp/records/20748	未完了
PDF	アイヌ語音声資料１〜１２	20759	福満・鵡川の歌謡 ： 輪舞の歌1	https://waseda.repo.nii.ac.jp/records/20759	未完了
PDF	アイヌ語音声資料１〜１２	20750	福満・鵡川の歌謡 ： 即興詩4	https://waseda.repo.nii.ac.jp/records/20750	未完了
PDF	アイヌ語音声資料１〜１２	20758	福満・鵡川の歌謡 ： 子守歌2	https://waseda.repo.nii.ac.jp/records/20758	未完了
PDF	アイヌ語音声資料１〜１２	20769	福満・鵡川の歌謡 ： 踊り歌	https://waseda.repo.nii.ac.jp/records/20769	未完了
PDF	アイヌ語音声資料１〜１２	20766	福満・鵡川の歌謡 ： 即興詩2	https://waseda.repo.nii.ac.jp/records/20766	未完了
PDF	アイヌ語音声資料１〜１２	20747	福満・鵡川の歌謡 ： 即興詩6	https://waseda.repo.nii.ac.jp/records/20747	未完了
PDF	アイヌ語音声資料１〜１２	20765	福満・鵡川の歌謡 ： 輪唱歌7−輪舞の歌2	https://waseda.repo.nii.ac.jp/records/20765	未完了
PDF	アイヌ語音声資料１〜１２	20756	福満・鵡川の歌謡 ： 輪唱歌2	https://waseda.repo.nii.ac.jp/records/20756	未完了
PDF	アイヌ語音声資料１〜１２	20749	福満・鵡川の歌謡 ： 輪唱歌4	https://waseda.repo.nii.ac.jp/records/20749	未完了
PDF	アイヌ語音声資料１〜１２	20753	福満・鵡川の歌謡 ： 即興詩1	https://waseda.repo.nii.ac.jp/records/20753	未完了
PDF	アイヌ語音声資料１〜１２	20746	福満・鵡川の歌謡 ： 子守唄1	https://waseda.repo.nii.ac.jp/records/20746	未完了
PDF	アイヌ語音声資料１〜１２	20745	福満・鵡川の歌謡 ： 別れの言葉（散文）	https://waseda.repo.nii.ac.jp/records/20745	未完了
PDF	アイヌ語音声資料１〜１２	20768	福満・鵡川の歌謡 ： 即興詩7	https://waseda.repo.nii.ac.jp/records/20768	未完了
PDF	アイヌ語音声資料１〜１２	20767	福満・鵡川の歌謡 ： 輪唱歌3	https://waseda.repo.nii.ac.jp/records/20767	未完了
PDF	アイヌ語音声資料１〜１２	20752	福満・鵡川の歌謡 ： 即興詩3	https://waseda.repo.nii.ac.jp/records/20752	未完了
